label_e,Portrayed Valence,Portrayed Arousal,Admiration,Anger/Rage,Compassion,Contempt,Disappointment,Fear,Fear Confirmed,Gloating,Gratification,Gratitude,Happiness,Happy For,Hate,Hope,Love,Pride,Relief,Remorse,Resentment,Sadness,Satisfaction,Shame,Viewer Valence,Viewer Arousal,Viewer Thinking,Viewer Interested/Engaged,Viewer Amused,Viewer Happy,Viewer Sad,Viewer Surprised,Viewer Angry,Viewer Disgusted,Viewer Fearful,Face Present,Music,Speech
AM_high,2.27077191416143,1.8208385721206,0.537768500381234,-0.678571616974982,0.221295067106692,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.221295067106692,0.221295067106692,0.604498454764381,0.604498454764381,-0.678571616974982,0.604498454764381,0.604498454764381,0.604498454764381,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,2.27077191416143,1.8208385721206,1.8208385721206,2.20404195977829,-0.678571616974982,0.604498454764381,-0.678571616974982,0.221295067106692,-0.678571616974982,-0.678571616974982,-0.678571616974982,3,2.0,1
AM_low,1.37090523007976,1.37090523007976,-0.295368229317292,-0.678571616974982,0.0878351583403979,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.228638274934145,-0.678571616974982,0.154565112723545,-0.228638274934145,0.154565112723545,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,1.37090523007976,1.37090523007976,1.8208385721206,1.30417527569661,-0.678571616974982,-0.295368229317292,0.0878351583403979,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0,1.0,0
AM_low,2.65397530181912,2.27077191416143,1.75410861773745,-0.678571616974982,0.671228409147528,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.221295067106692,0.920971888038924,1.37090523007976,-0.678571616974982,0.154565112723545,1.37090523007976,1.75410861773745,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.471038545998088,-0.678571616974982,2.01244026594944,2.01244026594944,2.20404195977829,2.20404195977829,-0.295368229317292,0.537768500381234,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.295368229317292,2,2.0,1
AM_low,2.07917022033259,1.88756852650374,2.65397530181912,-0.678571616974982,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.671228409147528,0.671228409147528,0.671228409147528,0.671228409147528,-0.678571616974982,0.671228409147528,0.671228409147528,1.43763518446291,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,2.27077191416143,1.8208385721206,1.43763518446291,2.20404195977829,-0.678571616974982,0.604498454764381,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0,0.0,1
AM_high,1.75410861773745,1.75410861773745,0.854241933655777,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.854241933655777,-0.295368229317292,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.471038545998088,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,1.75410861773745,2.20404195977829,1.8208385721206,1.75410861773745,-0.678571616974982,0.471038545998088,-0.678571616974982,0.471038545998088,-0.678571616974982,-0.678571616974982,-0.678571616974982,6,0.0,1
AM_low,0.537768500381234,0.796100148593226,-0.678571616974982,-0.228638274934145,0.221295067106692,-0.678571616974982,0.221295067106692,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.221295067106692,-0.678571616974982,-0.678571616974982,0.537768500381234,0.671228409147528,1.43763518446291,1.37090523007976,-0.678571616974982,-0.295368229317292,0.221295067106692,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,2,1.0,0
AM_low,1.75410861773745,1.37090523007976,0.920971888038924,-0.678571616974982,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.471038545998088,0.471038545998088,-0.678571616974982,-0.678571616974982,-0.228638274934145,0.537768500381234,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,1.37090523007976,1.8208385721206,1.43763518446291,1.75410861773745,-0.678571616974982,-0.295368229317292,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0,2.0,0
AM_high,2.20404195977829,2.20404195977829,2.20404195977829,-0.678571616974982,1.30417527569661,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.221295067106692,0.221295067106692,1.75410861773745,1.75410861773745,-0.678571616974982,0.221295067106692,0.987701842422071,1.75410861773745,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.678571616974982,1.8208385721206,1.8208385721206,1.8208385721206,1.75410861773745,-0.678571616974982,1.37090523007976,-0.678571616974982,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,6,1.0,0
AM_high,-0.228638274934145,1.8208385721206,0.221295067106692,-0.228638274934145,1.05443179680522,-0.295368229317292,-0.295368229317292,0.154565112723545,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.671228409147528,-0.678571616974982,-0.678571616974982,0.221295067106692,-0.678571616974982,-0.678571616974982,0.221295067106692,-0.678571616974982,0.671228409147528,-0.678571616974982,0.471038545998088,0.154565112723545,2.20404195977829,2.20404195977829,2.20404195977829,-0.678571616974982,-0.678571616974982,1.8208385721206,0.154565112723545,0.0878351583403979,-0.295368229317292,1.37090523007976,3,1.0,1
AM_high,1.43763518446291,0.671228409147528,0.920971888038924,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.228638274934145,0.154565112723545,-0.228638274934145,-0.678571616974982,-0.228638274934145,-0.228638274934145,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.678571616974982,1.43763518446291,0.862830102976373,0.154565112723545,0.920971888038924,-0.678571616974982,-0.228638274934145,-0.678571616974982,-0.295368229317292,-0.678571616974982,-0.678571616974982,-0.678571616974982,6,0.0,3
AM_high,1.8208385721206,2.20404195977829,1.75410861773745,-0.678571616974982,0.221295067106692,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.221295067106692,0.604498454764381,1.37090523007976,0.604498454764381,-0.678571616974982,0.604498454764381,1.75410861773745,0.154565112723545,0.221295067106692,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.678571616974982,1.8208385721206,1.8208385721206,1.43763518446291,2.20404195977829,1.37090523007976,1.37090523007976,-0.678571616974982,1.75410861773745,-0.678571616974982,-0.678571616974982,-0.678571616974982,6,2.0,1
AM_low,1.8208385721206,1.8208385721206,1.30417527569661,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.228638274934145,0.920971888038924,-0.228638274934145,-0.678571616974982,0.154565112723545,-0.228638274934145,1.30417527569661,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,1.8208385721206,1.8208385721206,1.8208385721206,1.37090523007976,-0.295368229317292,0.537768500381234,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0,1.0,0
AM_high,2.20404195977829,2.20404195977829,1.30417527569661,-0.678571616974982,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.228638274934145,1.30417527569661,1.30417527569661,-0.678571616974982,0.154565112723545,1.30417527569661,0.154565112723545,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.678571616974982,2.20404195977829,2.20404195977829,1.8208385721206,1.37090523007976,0.854241933655777,0.920971888038924,-0.678571616974982,0.154565112723545,-0.678571616974982,-0.678571616974982,-0.678571616974982,2,1.0,0
AM_low,1.8208385721206,1.43763518446291,1.05443179680522,-0.678571616974982,0.221295067106692,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,0.221295067106692,0.604498454764381,0.221295067106692,-0.678571616974982,-0.228638274934145,0.221295067106692,-0.228638274934145,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.678571616974982,1.62923687829175,1.24603349063406,1.8208385721206,1.8208385721206,0.221295067106692,0.604498454764381,-0.678571616974982,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,2,1.0,1
AM_low,0.537768500381234,1.37090523007976,0.154565112723545,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.678571616974982,0.471038545998088,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.295368229317292,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.537768500381234,-0.228638274934145,-0.295368229317292,-0.678571616974982,0.154565112723545,0.154565112723545,1.37090523007976,1.8208385721206,1.37090523007976,-0.678571616974982,-0.678571616974982,0.537768500381234,0.537768500381234,0.154565112723545,0.154565112723545,0.0878351583403979,0,2.0,2
AM_high,1.8208385721206,1.8208385721206,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.154565112723545,0.920971888038924,-0.228638274934145,0.154565112723545,-0.228638274934145,-0.228638274934145,-0.228638274934145,-0.678571616974982,0.154565112723545,1.30417527569661,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.154565112723545,-0.678571616974982,-0.678571616974982,2.01244026594944,1.8208385721206,1.75410861773745,-0.678571616974982,-0.678571616974982,1.37090523007976,1.37090523007976,1.75410861773745,1.8208385721206,0.471038545998088,2,1.0,1
AM_low,0.987701842422071,0.604498454764381,0.221295067106692,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.228638274934145,-0.228638274934145,-0.228638274934145,-0.678571616974982,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.678571616974982,1.05443179680522,1.05443179680522,1.75410861773745,1.75410861773745,-0.678571616974982,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0,0.0,0
AM_high,1.8208385721206,1.43763518446291,2.20404195977829,-0.678571616974982,0.671228409147528,-0.678571616974982,-0.678571616974982,-0.295368229317292,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.228638274934145,0.604498454764381,0.221295067106692,-0.678571616974982,-0.228638274934145,0.221295067106692,0.987701842422071,0.221295067106692,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.678571616974982,1.43763518446291,1.05443179680522,1.43763518446291,1.8208385721206,-0.678571616974982,0.154565112723545,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.295368229317292,4,1.0,1
AM_low,1.88756852650374,0.987701842422071,0.671228409147528,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.221295067106692,1.37090523007976,0.221295067106692,-0.678571616974982,0.671228409147528,-0.228638274934145,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,1.8208385721206,1.37090523007976,0.0878351583403979,1.37090523007976,-0.678571616974982,0.987701842422071,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,0,1.0,0
AM_high,2.20404195977829,1.37090523007976,0.537768500381234,-0.678571616974982,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,0.537768500381234,-0.228638274934145,-0.678571616974982,-0.228638274934145,0.154565112723545,0.154565112723545,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.678571616974982,1.05443179680522,1.37090523007976,0.987701842422071,1.37090523007976,-0.678571616974982,0.537768500381234,0.0878351583403979,0.0878351583403979,0.0878351583403979,0.0878351583403979,0.0878351583403979,3,1.0,0
AM_high,2.20404195977829,2.20404195977829,1.8208385721206,-0.678571616974982,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.228638274934145,1.37090523007976,1.75410861773745,-0.678571616974982,1.75410861773745,1.75410861773745,0.154565112723545,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.228638274934145,0.471038545998088,-0.678571616974982,2.20404195977829,1.8208385721206,0.987701842422071,1.37090523007976,-0.228638274934145,1.37090523007976,-0.228638274934145,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,3,1.0,0
AM_low,2.20404195977829,2.20404195977829,1.8208385721206,-0.678571616974982,0.221295067106692,-0.678571616974982,-0.678571616974982,-0.228638274934145,-0.228638274934145,-0.678571616974982,-0.228638274934145,-0.228638274934145,1.75410861773745,1.37090523007976,-0.678571616974982,1.75410861773745,1.75410861773745,0.154565112723545,0.920971888038924,-0.678571616974982,-0.678571616974982,-0.678571616974982,0.154565112723545,-0.228638274934145,2.20404195977829,1.8208385721206,1.43763518446291,1.8208385721206,0.0878351583403979,0.537768500381234,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,-0.678571616974982,1,1.0,0
AM_high,1.15901399920944,1.73166233691993,-0.631698607985354,-0.631698607985354,0.729188731112428,-0.631698607985354,-0.201873339888338,-0.130461805081602,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,0.227951928208677,0.299363463015413,-0.631698607985354,-0.631698607985354,1.23042553401618,1.23042553401618,1.30183706882292,1.73166233691993,-0.201873339888338,-0.201873339888338,-0.631698607985354,-0.201873339888338,-0.631698607985354,-0.631698607985354,-0.631698607985354,5,0.0,1
AM_low,1.58883926730646,2.16148760501695,-0.130461805081602,-0.631698607985354,-0.631698607985354,-0.130461805081602,-0.631698607985354,1.6602508021132,1.15901399920944,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.201873339888338,-0.631698607985354,-0.631698607985354,1.6602508021132,1.44533816806469,1.73166233691993,2.16148760501695,-0.201873339888338,-0.631698607985354,-0.631698607985354,0.657777196305692,-0.631698607985354,-0.631698607985354,0.227951928208677,5,2.0,0
AM_low,2.09007607021021,2.09007607021021,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,0.657777196305692,0.657777196305692,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.201873339888338,-0.631698607985354,0.227951928208677,-0.631698607985354,-0.631698607985354,1.44533816806469,1.8751634361617,2.16148760501695,2.16148760501695,-0.201873339888338,-0.631698607985354,-0.631698607985354,0.227951928208677,-0.631698607985354,-0.631698607985354,0.227951928208677,0,1.0,0
AM_high,2.09007607021021,2.59131287311396,2.16148760501695,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,0.800600265919164,0.370774997822149,-0.631698607985354,-0.631698607985354,-0.631698607985354,0.227951928208677,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.130461805081602,0.657777196305692,-0.631698607985354,-0.631698607985354,-0.631698607985354,0.299363463015413,-0.631698607985354,1.6602508021132,2.09007607021021,2.16148760501695,1.73166233691993,0.227951928208677,-0.631698607985354,-0.631698607985354,-0.201873339888338,-0.631698607985354,-0.631698607985354,-0.201873339888338,4,1.0,2
AM_low,1.15901399920944,1.23042553401618,0.299363463015413,-0.201873339888338,-0.201873339888338,-0.201873339888338,0.227951928208677,0.370774997822149,-0.130461805081602,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.201873339888338,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.201873339888338,-0.631698607985354,-0.201873339888338,-0.201873339888338,-0.631698607985354,-0.201873339888338,1.6602508021132,1.6602508021132,1.30183706882292,1.73166233691993,0.227951928208677,-0.201873339888338,-0.631698607985354,-0.201873339888338,-0.631698607985354,-0.631698607985354,-0.631698607985354,3,1.0,0
AM_high,1.23042553401618,1.6602508021132,-0.201873339888338,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.201873339888338,-0.631698607985354,-0.631698607985354,0.299363463015413,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.130461805081602,-0.631698607985354,1.6602508021132,1.44533816806469,1.30183706882292,1.73166233691993,0.227951928208677,-0.631698607985354,-0.631698607985354,0.227951928208677,-0.631698607985354,-0.631698607985354,-0.631698607985354,3,1.0,0
AM_low,1.23042553401618,1.23042553401618,-0.201873339888338,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.130461805081602,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.130461805081602,-0.631698607985354,1.6602508021132,1.01551289996767,0.8720118007259,1.30183706882292,-0.201873339888338,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,0,1.0,0
AM_high,0.944101365160936,2.16148760501695,0.657777196305692,-0.631698607985354,-0.201873339888338,-0.130461805081602,-0.631698607985354,0.370774997822149,-0.631698607985354,-0.631698607985354,-0.130461805081602,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.130461805081602,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.201873339888338,-0.631698607985354,0.370774997822149,-0.631698607985354,-0.631698607985354,-0.130461805081602,1.01551289996767,0.585687631870657,0.8720118007259,1.30183706882292,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.201873339888338,-0.631698607985354,-0.631698607985354,-0.631698607985354,6,0.0,1
AM_low,1.05121866737104,1.05121866737104,1.6602508021132,-0.631698607985354,-0.201873339888338,-0.130461805081602,-0.631698607985354,-0.130461805081602,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,0.370774997822149,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,1.01551289996767,0.800600265919164,1.73166233691993,1.30183706882292,0.227951928208677,-0.631698607985354,-0.631698607985354,-0.201873339888338,-0.631698607985354,-0.631698607985354,-0.631698607985354,5,2.0,0
AM_low,1.05121866737104,1.48104393546806,0.227951928208677,-0.631698607985354,-0.201873339888338,-0.130461805081602,-0.631698607985354,-0.130461805081602,-0.631698607985354,-0.631698607985354,-0.130461805081602,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,0.370774997822149,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.130461805081602,-0.631698607985354,1.01551289996767,1.23042553401618,0.8720118007259,1.73166233691993,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,-0.631698607985354,6,3.0,0
